"Notes"	"ICD Chapter"	"ICD Chapter Code"	"Cause of death"	"Cause of death Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Kentucky"	"21"	247	4339367	5.7
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Louisiana"	"22"	210	4533372	4.6
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Maine"	"23"	80	1328361	6.0
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Maryland"	"24"	280	5773552	4.8
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Massachusetts"	"25"	295	6547629	4.5
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Michigan"	"26"	498	9883640	5.0
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Minnesota"	"27"	246	5303925	4.6
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Mississippi"	"28"	157	2967297	5.3
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Missouri"	"29"	317	5988927	5.3
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Montana"	"30"	53	989415	5.4
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Nebraska"	"31"	87	1826341	4.8
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Nevada"	"32"	59	2700551	2.2
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"New Hampshire"	"33"	45	1316470	3.4
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"New Jersey"	"34"	429	8791894	4.9
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"New Mexico"	"35"	80	2059179	3.9
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"New York"	"36"	746	19378102	3.8
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"North Carolina"	"37"	443	9535483	4.6
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"North Dakota"	"38"	48	672591	7.1
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Ohio"	"39"	627	11536504	5.4
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Oklahoma"	"40"	129	3751351	3.4
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Oregon"	"41"	215	3831074	5.6
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Pennsylvania"	"42"	663	12702379	5.2
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Rhode Island"	"44"	52	1052567	4.9
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"South Carolina"	"45"	256	4625364	5.5
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"South Dakota"	"46"	42	814180	5.2
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Tennessee"	"47"	360	6346105	5.7
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Texas"	"48"	1080	25145561	4.3
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Utah"	"49"	81	2763885	2.9
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Vermont"	"50"	20	625741	3.2
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Virginia"	"51"	371	8001024	4.6
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Washington"	"53"	266	6724540	4.0
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"West Virginia"	"54"	109	1852994	5.9
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Wisconsin"	"55"	308	5686986	5.4
	"Diseases of the circulatory system"	"I00-I99"	"Intracerebral haemorrhage, unspecified"	"I61.9"	"Wyoming"	"56"	19	563626	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Alabama"	"01"	68	4779736	1.4
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Arizona"	"04"	27	6392017	0.4
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Arkansas"	"05"	34	2915918	1.2
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"California"	"06"	141	37253956	0.4
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Colorado"	"08"	32	5029196	0.6
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Connecticut"	"09"	10	3574097	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Florida"	"12"	117	18801310	0.6
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Georgia"	"13"	83	9687653	0.9
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Idaho"	"16"	24	1567582	1.5
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Illinois"	"17"	109	12830632	0.8
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Indiana"	"18"	86	6483802	1.3
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Iowa"	"19"	27	3046355	0.9
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Kansas"	"20"	37	2853118	1.3
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Kentucky"	"21"	74	4339367	1.7
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Louisiana"	"22"	46	4533372	1.0
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Maine"	"23"	13	1328361	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Maryland"	"24"	17	5773552	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Massachusetts"	"25"	53	6547629	0.8
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Michigan"	"26"	82	9883640	0.8
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Minnesota"	"27"	42	5303925	0.8
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Mississippi"	"28"	23	2967297	0.8
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Missouri"	"29"	81	5988927	1.4
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Montana"	"30"	16	989415	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Nebraska"	"31"	17	1826341	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Nevada"	"32"	16	2700551	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"New Jersey"	"34"	104	8791894	1.2
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"New Mexico"	"35"	14	2059179	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"New York"	"36"	129	19378102	0.7
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"North Carolina"	"37"	47	9535483	0.5
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Ohio"	"39"	112	11536504	1.0
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Oklahoma"	"40"	45	3751351	1.2
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Oregon"	"41"	14	3831074	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Pennsylvania"	"42"	164	12702379	1.3
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"South Carolina"	"45"	52	4625364	1.1
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Tennessee"	"47"	46	6346105	0.7
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Texas"	"48"	200	25145561	0.8
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Utah"	"49"	26	2763885	0.9
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Virginia"	"51"	27	8001024	0.3
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Washington"	"53"	25	6724540	0.4
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"West Virginia"	"54"	24	1852994	1.3
	"Diseases of the circulatory system"	"I00-I99"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	"Wisconsin"	"55"	27	5686986	0.5
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Alabama"	"01"	205	4779736	4.3
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Alaska"	"02"	12	710231	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Arizona"	"04"	141	6392017	2.2
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Arkansas"	"05"	93	2915918	3.2
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"California"	"06"	1016	37253956	2.7
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Colorado"	"08"	90	5029196	1.8
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Connecticut"	"09"	96	3574097	2.7
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Delaware"	"10"	31	897934	3.5
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"District of Columbia"	"11"	16	601723	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Florida"	"12"	528	18801310	2.8
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Georgia"	"13"	301	9687653	3.1
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Hawaii"	"15"	42	1360301	3.1
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Idaho"	"16"	31	1567582	2.0
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Illinois"	"17"	352	12830632	2.7
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Indiana"	"18"	178	6483802	2.7
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Iowa"	"19"	80	3046355	2.6
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Kansas"	"20"	49	2853118	1.7
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Kentucky"	"21"	141	4339367	3.2
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Louisiana"	"22"	160	4533372	3.5
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Maine"	"23"	32	1328361	2.4
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Maryland"	"24"	157	5773552	2.7
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Massachusetts"	"25"	165	6547629	2.5
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Michigan"	"26"	295	9883640	3.0
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Minnesota"	"27"	99	5303925	1.9
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Mississippi"	"28"	112	2967297	3.8
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Missouri"	"29"	205	5988927	3.4
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Montana"	"30"	27	989415	2.7
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Nebraska"	"31"	43	1826341	2.4
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Nevada"	"32"	105	2700551	3.9
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"New Hampshire"	"33"	30	1316470	2.3
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"New Jersey"	"34"	247	8791894	2.8
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"New Mexico"	"35"	27	2059179	1.3
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"New York"	"36"	587	19378102	3.0
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"North Carolina"	"37"	289	9535483	3.0
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"North Dakota"	"38"	16	672591	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Ohio"	"39"	385	11536504	3.3
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Oklahoma"	"40"	78	3751351	2.1
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Oregon"	"41"	107	3831074	2.8
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Pennsylvania"	"42"	445	12702379	3.5
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Rhode Island"	"44"	41	1052567	3.9
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"South Carolina"	"45"	173	4625364	3.7
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"South Dakota"	"46"	16	814180	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Tennessee"	"47"	197	6346105	3.1
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Texas"	"48"	552	25145561	2.2
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Utah"	"49"	38	2763885	1.4
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Virginia"	"51"	243	8001024	3.0
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Washington"	"53"	133	6724540	2.0
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"West Virginia"	"54"	63	1852994	3.4
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Wisconsin"	"55"	124	5686986	2.2
	"Diseases of the circulatory system"	"I00-I99"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	"Wyoming"	"56"	11	563626	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of precerebral arteries"	"I63.0"	"California"	"06"	10	37253956	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of precerebral arteries"	"I63.0"	"New York"	"36"	12	19378102	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of precerebral arteries"	"I63.0"	"Texas"	"48"	11	25145561	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Alabama"	"01"	13	4779736	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Arizona"	"04"	17	6392017	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"California"	"06"	62	37253956	0.2
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Florida"	"12"	44	18801310	0.2
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Georgia"	"13"	18	9687653	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Illinois"	"17"	25	12830632	0.2
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Indiana"	"18"	20	6483802	0.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Iowa"	"19"	12	3046355	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Kentucky"	"21"	14	4339367	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Maryland"	"24"	17	5773552	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Massachusetts"	"25"	15	6547629	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Michigan"	"26"	15	9883640	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Minnesota"	"27"	13	5303925	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Missouri"	"29"	13	5988927	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"New Jersey"	"34"	19	8791894	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"New York"	"36"	23	19378102	0.1
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"North Carolina"	"37"	24	9535483	0.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Ohio"	"39"	30	11536504	0.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Oklahoma"	"40"	12	3751351	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Oregon"	"41"	16	3831074	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Pennsylvania"	"42"	44	12702379	0.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Tennessee"	"47"	18	6346105	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Texas"	"48"	57	25145561	0.2
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Virginia"	"51"	15	8001024	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Washington"	"53"	23	6724540	0.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"West Virginia"	"54"	10	1852994	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	"Wisconsin"	"55"	14	5686986	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Arizona"	"04"	20	6392017	0.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"California"	"06"	75	37253956	0.2
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Connecticut"	"09"	14	3574097	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Florida"	"12"	159	18801310	0.8
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Illinois"	"17"	28	12830632	0.2
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Iowa"	"19"	15	3046355	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Maryland"	"24"	97	5773552	1.7
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Massachusetts"	"25"	19	6547629	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Michigan"	"26"	49	9883640	0.5
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Minnesota"	"27"	17	5303925	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Missouri"	"29"	14	5988927	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"New Jersey"	"34"	11	8791894	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"New York"	"36"	64	19378102	0.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"North Carolina"	"37"	11	9535483	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Ohio"	"39"	31	11536504	0.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Oklahoma"	"40"	19	3751351	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Oregon"	"41"	15	3831074	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Pennsylvania"	"42"	27	12702379	0.2
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"South Carolina"	"45"	11	4625364	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Tennessee"	"47"	20	6346105	0.3
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Texas"	"48"	37	25145561	0.1
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Virginia"	"51"	15	8001024	Unreliable
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Washington"	"53"	42	6724540	0.6
	"Diseases of the circulatory system"	"I00-I99"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	"Wisconsin"	"55"	10	5686986	Unreliable
